Date,Content,Features,Rating,
9/1/24,"It was a truly hard hike but I made it to the top! The elevation gain of close to 3000 feet in 4 miles is intense. Very rocky trail. It seems harder going back, but I contribute it to being tired after going up. If you have any issues with your knees, this may not be the best hike for you. I saw a limping twenty-something year old on my way down. He said his knee just started hurting. Please be careful. Rocks get slippery when it rains. Bring a gallon of water and food to eat on the way. A ranger said the hike lasts 6-8 hours. I took my time so it was closer to 9 hours. It is windy and cold on top, so plan your clothing accordingly. Amazing views!","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
9/1/24,"amazing time with my siblings. it was a little hard because of the rain, but overall it was a great experience!","[{""Features"":""Great views""}]",5,
9/1/24,The top was very difficult psychologically for someone who is afraid of heights (me). There is one point where it looks like the path narrows to just a few inches but it is an optical illusion. It does narrow but only slightly and widens back out after 2 steps. I left my pack on the side of the trail to pass through that spot and collected it again on my way down. The wind picked up and my fear of heights increased as I worked my way back down. Could barely feel my legs by the time I reached the bottom but still loved the experience and glad to check this trail off my bucket list!,"[{""Features"":""Good views""}]",4,
9/1/24,Didn’t start the app until we were 2.6 miles in. 1st mile and the last mile before the summit were the toughest. There was a little bit of scrambling up top. Phenomenal views. We were able to head back before the weather rolled in. Trekking poles were a huge help. Great prep for the R2R In October,"[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""}]",4,
9/1/24,"Took our family of 3, including our 8 year old, just under 6 hours roundtrip, not including our lunch break. It was breezy and cloudy, but we didn't get rained on. The trail is steep and rocky in parts, but well maintained overall. The climb is worth the view and the experience of making it to the tallest point in Texas.","[{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/31/24,It was pouring rain when we hiked so that made it a bit miserable. But overall a good and challenging hike.,"[{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Bathrooms available""}]",4,
8/30/24,Third time up. Love it.,[],5,
8/30/24,"The view was very rewarding, pictures do not do it justice, the hike is nothing but uphill to start and nothing but downhill coming back","[{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
8/29/24,"I tackled this on Thursday, Aug 29. I arrived about 0600 and only one car in the parking lot. I parked right at the trailhead. I have an extreme fear of heights and this was tough for me. I carried 4 liters of water and electrolytes and that it still was not enough. I am from San Antonio and use to the heat but the weather showed high 81, it was 86 in the sun near the peak. I got within about 200 ft from the top and stopped with cramps. A couple showed up and said I better turn around and then said ""but you are so close. "" I decided to go up and I am glad I did. Only ten climbers total on the mountain the entire day. Some scrambling at the top, other climbers remarked it's difficult to see a trail up there. It took me forever to get down but cramps finally let up. Another guy also had bad cramps and we were wondering who would need help first. Earlier in the week a family had to be airlifted out (you can find videos). Advise to check the weather and add a few degrees to the high. Bring more water than you need and extra salt. Funny quip: one couple going down when checked in with the two female park rangers reported when they asked for any advice the young woman said ""Don't die up there."" No joke. PS: One couple I talked to said this climb is harder than Mt Elbert in CO. Perception is everything.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great views""}]",5,
8/27/24,This trail is no joke! But great views so worth it,[],3,
8/26/24,Evening walk,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/25/24,Beautiful Butt kicker trail. AllTrails said it was 3k vert climb but it was well over 5k... don't say I didn't warn ya,"[{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/25/24,"Definetly start early, 6amish to get up there before it gets hot! Bring more water than you need and lots of snacks. Suncreen! It was an awesome hike. Took me 4hrs 20 minutes.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/25/24,"Beautiful, hot, clear day. As mentioned in prior reviews, the trail is in great shape with only one or two sketchy spots. Tough going for the first two miles. Then the trail greatly reduces in grade for a bit, then the last half mile becomes very strenuous once again. 3k feet upwards later and you're at the top. Dry, hot, not a lot of shade bring more water than you'll think. PS. Saw someone with a dog, big no-no. Keep the pets at home when coming to GUMO, the rangers had to get involved.",[],5,
8/24/24,Third time up to the top of Texas. Always a good time. I prefer the cooler months but needed to use this as a warmup for a R2R in October. I was a little disappointed to see so much evidence of people not practicing LNT. Graffiti is not cool.,"[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/20/24,"Dry, rocky trail with an intense ascent the first mile or so. There's plenty of gorgeous views.",[],5,
8/16/24,"Well maintained. Started at 6:45am on a Friday. Only two other cars in the parking lot most of the way up. It was fairly shady, and we hit some harsh sun on the way down. 4hr 22min total 8.24 mi total per Garmin. Beginning was pretty steep for the first approximate mile and a half. The last half mile was pretty steep as well.￼","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/11/24,"Started bright and early finished in 5 hours 40 minutes. Never did I think I would complete that, now off to higher and better hikes Okbro","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/10/24,"An excellent day to do Guadalupe Peak. Started at 6:15 and the weather was nice and cool with breezes all the way up. Not many on the trail until I summitted, where there were almost a dozen already. Wonderful views all around. Many more people on the way down. When I finished, the weather was still nice and not too hot. All in all, up and down in under 3 hrs with some time spent at the peak. Trekking poles help.","[{""Features"":""Good conditions""},{""Features"":""Good views""},{""Features"":""Easy to park""},{""Features"":""Not crowded""}]",4,
8/6/24,"Cross country road trip pit stop. I had an awesome experience. Very peaceful. No crowds! Easily accessible and you can pull up right to the trailheads. Not as hot as I expected for August, but still very warm in the afternoon. This seems like a small national park, but very beautiful especially for Texas which isn’t known for its tall mountains. I was only able to hike about 2 miles or so up the trail. I thought it was a lovely trail and very easy to follow. Not overly strenuous in my opinion if you are acclimated to higher altitude hikes. Will come back one day to finish the peak and spend some time on the other trails.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Dog-friendly""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
8/3/24,"Prepare yourself mentally to do the hike. The first 2 miles are HARD. Bring one gallon of water per person. What I did is that I froze half of gallon in my water bladder and I added more water. I started the hike around 9 am, it was really hot. I brought alot of snacks, I did took breaks going up. I do not recommend going alone. It took me 8 hrs to finished this hike. Coming back we actually got a little bit of rain and it was cloudy my whole way down. Parking is 20 bucks, they have a little store open from 8am-4pm. The view is amazing. I totally recommend this hike.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Great conditions""}]",5,
8/3/24,"This trail is worth every step, but is challenging. There are a lot of big step ups, and the trails get very narrow. Don’t be in a rush and bring plenty of water. If you are from low altitude like I am, your lungs will need time to adapt. Plan to stop often.","[{""Features"":""Easy to park""},{""Features"":""Not crowded""},{""Features"":""Bathrooms available""},{""Features"":""Great conditions""},{""Features"":""Great views""}]",5,
