,Date,Content,Features,Rating
564,2024-08-30,"The view was very rewarding, pictures do not do it justice, the hike is nothing but uphill to start and nothing but downhill coming back","Not crowded, Great views",5.0
565,2024-08-29,"I tackled this on Thursday, Aug 29. I arrived about 0600 and only one car in the parking lot. I parked right at the trailhead. I have an extreme fear of heights and this was tough for me. I carried 4 liters of water and electrolytes and that it still was not enough. I am from San Antonio and use to the heat but the weather showed high 81, it was 86 in the sun near the peak. I got within about 200 ft from the top and stopped with cramps. A couple showed up and said I better turn around and then said ""but you are so close. "" I decided to go up and I am glad I did. Only ten climbers total on the mountain the entire day. Some scrambling at the top, other climbers remarked it's difficult to see a trail up there. It took me forever to get down but cramps finally let up. Another guy also had bad cramps and we were wondering who would need help first. Earlier in the week a family had to be airlifted out (you can find videos). Advise to check the weather and add a few degrees to the high. Bring more water than you need and extra salt. Funny quip: one couple going down when checked in with the two female park rangers reported when they asked for any advice the young woman said ""Don't die up there."" No joke. PS: One couple I talked to said this climb is harder than Mt Elbert in CO. Perception is everything.","Easy to park, Not crowded, Great views",5.0
566,2024-08-27,This trail is no joke! But great views so worth it,,3.0
567,2024-08-26,Evening walk,"Easy to park, Not crowded, Bathrooms available, Great conditions, Great views",5.0
568,2024-08-25,Beautiful Butt kicker trail. AllTrails said it was 3k vert climb but it was well over 5k... don't say I didn't warn ya,"Not crowded, Bathrooms available, Great conditions, Great views",5.0
569,2024-08-25,"Definetly start early, 6amish to get up there before it gets hot! Bring more water than you need and lots of snacks. Suncreen! It was an awesome hike. Took me 4hrs 20 minutes.","Easy to park, Not crowded, Bathrooms available, Great conditions, Great views",5.0
570,2024-08-25,"Beautiful, hot, clear day. As mentioned in prior reviews, the trail is in great shape with only one or two sketchy spots. Tough going for the first two miles. Then the trail greatly reduces in grade for a bit, then the last half mile becomes very strenuous once again. 3k feet upwards later and you're at the top. Dry, hot, not a lot of shade bring more water than you'll think. PS. Saw someone with a dog, big no-no. Keep the pets at home when coming to GUMO, the rangers had to get involved.",,5.0
571,2024-08-24,Third time up to the top of Texas. Always a good time. I prefer the cooler months but needed to use this as a warmup for a R2R in October. I was a little disappointed to see so much evidence of people not practicing LNT. Graffiti is not cool.,"Easy to park, Not crowded, Great conditions, Great views",5.0
572,2024-08-20,"Dry, rocky trail with an intense ascent the first mile or so. There's plenty of gorgeous views.",,5.0
573,2024-08-16,"Well maintained. Started at 6:45am on a Friday. Only two other cars in the parking lot most of the way up. It was fairly shady, and we hit some harsh sun on the way down. 4hr 22min total 8.24 mi total per Garmin. Beginning was pretty steep for the first approximate mile and a half. The last half mile was pretty steep as well.","Easy to park, Not crowded, Bathrooms available, Great conditions, Great views",5.0
574,2024-08-11,"Started bright and early finished in 5 hours 40 minutes. Never did I think I would complete that, now off to higher and better hikes Okbro","Easy to park, Not crowded, Bathrooms available, Great conditions, Great views",5.0
575,2024-08-10,"An excellent day to do Guadalupe Peak. Started at 6:15 and the weather was nice and cool with breezes all the way up. Not many on the trail until I summitted, where there were almost a dozen already. Wonderful views all around. Many more people on the way down. When I finished, the weather was still nice and not too hot. All in all, up and down in under 3 hrs with some time spent at the peak. Trekking poles help.","Good conditions, Good views, Easy to park, Not crowded",4.0
576,2024-08-06,"Cross country road trip pit stop. I had an awesome experience. Very peaceful. No crowds! Easily accessible and you can pull up right to the trailheads. Not as hot as I expected for August, but still very warm in the afternoon. This seems like a small national park, but very beautiful especially for Texas which isn’t known for its tall mountains. I was only able to hike about 2 miles or so up the trail. I thought it was a lovely trail and very easy to follow. Not overly strenuous in my opinion if you are acclimated to higher altitude hikes. Will come back one day to finish the peak and spend some time on the other trails.","Easy to park, Not crowded, Bathrooms available, Dog-friendly, Great conditions, Great views",5.0
577,2024-08-03,"Prepare yourself mentally to do the hike. The first 2 miles are HARD. Bring one gallon of water per person. What I did is that I froze half of gallon in my water bladder and I added more water. I started the hike around 9 am, it was really hot. I brought alot of snacks, I did took breaks going up. I do not recommend going alone. It took me 8 hrs to finished this hike. Coming back we actually got a little bit of rain and it was cloudy my whole way down. Parking is 20 bucks, they have a little store open from 8am-4pm. The view is amazing. I totally recommend this hike.","Easy to park, Not crowded, Great conditions",5.0
578,2024-08-03,"This trail is worth every step, but is challenging. There are a lot of big step ups, and the trails get very narrow. Don’t be in a rush and bring plenty of water. If you are from low altitude like I am, your lungs will need time to adapt. Plan to stop often.","Easy to park, Not crowded, Bathrooms available, Great conditions, Great views",5.0
579,2024-08-03,"A lot of switchbacks, cliffsides and heat",Good views,4.0
580,2024-08-02,"We did the hike in the June end, took us almost 10 hours up and back, we took our sweet time to admire the views and stop under the trees for some shade. The view on the top was amazing. The hike actually felt like a hard category hike, please bring enough amount of water and snacks, good luck, enjoy the top of Texas!","Easy to park, Not crowded, Great views",5.0
581,2024-08-02,"I have been hiking the majority of my life. I did not find this to be a difficult hike. I hiked in trail runners. I took a gallon of water, lots of snacks, electrolytes and had lunch at the top. I started at 7:45am and ended at 3pm- hiking very slowly. I took 45min at the top to just take in the view. There are plenty of shady places to rest along the way. The rangers said the first 2 miles are the most challenging, but the last mile is nothing to laugh at. The last bit the trail is not as clear, so take a map! The views are gorgeous! Apple Watch said it was 9.28 miles and it was 2,834 ft of elevation gain.","Easy to park, Not crowded, Great conditions, Great views",5.0
582,2024-08-02,I am an experienced hiker. It was a hot day. Brings lots of water. This hike for me was not strenuous. Fun to do.,"Easy to park, Not crowded, Great conditions",5.0

